timestamp,grid_activepower,wind_speed,Theoretical_Power_Curve,Wind Direction (°)
04 01 2018 12:40,0.00,2.89,0.00,0.00
04 01 2018 12:50,0.00,2.39,0.00,139.28
04 01 2018 13:00,0.00,2.48,0.00,153.86
04 01 2018 13:10,0.00,1.77,0.00,144.04
04 01 2018 13:20,0.00,2.48,0.00,142.86
04 01 2018 13:30,0.00,2.76,0.00,133.91
04 01 2018 13:40,0.00,2.51,0.00,103.27
04 01 2018 13:50,0.00,3.44,45.74,79.09
04 01 2018 14:00,0.00,2.48,0.00,106.45
04 01 2018 14:10,0.00,2.44,0.00,102.72
04 01 2018 14:20,0.00,2.36,0.00,107.37
04 01 2018 14:30,0.00,3.02,16.71,94.59
04 01 2018 14:40,0.00,3.40,41.15,97.74
04 01 2018 14:50,0.00,3.41,42.91,101.70
04 01 2018 15:00,0.00,5.16,376.31,81.87
04 01 2018 15:10,0.00,5.16,376.68,62.48
04 01 2018 15:20,0.00,5.41,444.87,61.63
04 01 2018 15:30,0.00,6.78,919.37,67.97
04 01 2018 15:40,0.00,4.44,208.76,0.00
04 01 2018 15:50,210.72,5.01,339.43,50.42
04 01 2018 16:00,338.65,5.27,406.36,47.26
04 01 2018 16:10,518.55,5.92,596.88,43.19
04 01 2018 16:20,504.07,5.86,578.19,42.66
04 01 2018 16:30,446.73,5.65,513.47,52.87
04 01 2018 16:40,705.70,6.35,748.47,53.72
04 01 2018 16:50,795.32,6.64,860.40,53.09
04 01 2018 17:00,1012.68,7.01,1020.61,52.79
04 01 2018 17:10,1240.82,7.56,1288.60,55.33
04 01 2018 17:20,1282.07,7.40,1208.76,51.70
04 01 2018 17:30,941.59,6.80,928.66,53.40
04 01 2018 17:40,590.84,5.83,567.65,45.69
04 01 2018 17:50,650.56,6.08,651.34,45.52
04 01 2018 18:00,871.51,6.58,838.62,40.37
04 01 2018 18:10,914.12,6.64,863.16,46.87
04 01 2018 18:20,835.84,6.35,746.82,38.59
04 01 2018 18:30,624.99,6.04,638.44,48.70
04 01 2018 18:40,591.96,5.76,546.26,41.20
04 01 2018 18:50,509.35,5.69,526.65,46.98
04 01 2018 19:00,1190.82,7.07,1047.20,33.50
04 01 2018 19:10,963.73,6.64,862.48,33.83
04 01 2018 19:20,980.98,6.69,882.41,27.37
04 01 2018 19:30,777.85,6.36,753.56,29.68
04 01 2018 19:40,980.22,6.83,940.15,40.88
04 01 2018 19:50,962.43,6.72,893.24,41.13
04 01 2018 20:00,462.77,5.42,444.92,41.62
04 01 2018 20:10,1139.24,6.95,995.15,35.44
04 01 2018 20:20,1418.63,7.42,1218.77,36.22
04 01 2018 20:30,1716.14,8.38,1755.40,39.72
04 01 2018 20:40,1312.79,7.49,1254.39,46.13
04 01 2018 20:50,1222.02,7.38,1196.86,45.09
04 01 2018 21:00,703.72,6.24,709.70,42.09
04 01 2018 21:10,470.80,5.49,467.11,33.03
04 01 2018 21:20,387.34,5.12,367.09,30.51
04 01 2018 21:30,402.47,5.29,409.24,27.65
04 01 2018 21:40,460.29,5.54,480.52,28.00
04 01 2018 21:50,619.87,6.02,629.29,25.77
04 01 2018 22:00,470.20,5.60,497.35,23.50
04 01 2018 22:10,691.01,6.28,721.61,23.73
04 01 2018 22:20,827.00,6.49,803.39,20.43
04 01 2018 22:30,892.42,6.79,922.74,25.22
04 01 2018 22:40,907.19,6.76,913.37,30.24
04 01 2018 22:50,545.27,5.72,536.10,29.67
04 01 2018 23:00,688.84,6.24,707.33,30.00
04 01 2018 23:10,591.91,5.95,606.72,29.64
04 01 2018 23:20,660.69,6.17,683.65,30.40
04 01 2018 23:30,747.41,6.35,749.16,30.28
04 01 2018 23:40,1174.24,7.17,1093.91,18.97
04 01 2018 23:50,873.48,6.63,857.47,17.23
05 01 2018 00:00,845.21,6.55,827.51,12.58
05 01 2018 00:10,837.06,6.40,765.54,9.43
05 01 2018 00:20,949.49,6.80,927.21,4.96
05 01 2018 00:30,1045.36,6.92,980.58,358.19
05 01 2018 00:40,791.08,6.28,721.98,351.87
05 01 2018 00:50,994.75,6.68,879.38,2.57
05 01 2018 01:00,933.42,6.72,895.22,7.88
05 01 2018 01:10,1049.43,7.13,1076.44,14.10
05 01 2018 01:20,671.72,6.15,675.28,20.34
05 01 2018 01:30,966.83,6.90,969.89,21.04
05 01 2018 01:40,982.26,6.93,983.15,22.94
05 01 2018 01:50,825.66,6.57,832.83,33.37
05 01 2018 02:00,723.14,6.40,767.02,32.30
05 01 2018 02:10,418.64,5.45,453.77,30.17
05 01 2018 02:20,327.28,5.11,363.16,27.08
05 01 2018 02:30,388.32,5.23,395.24,22.60
05 01 2018 02:40,167.22,4.24,169.68,30.60
05 01 2018 02:50,137.25,4.14,148.88,32.79
05 01 2018 03:00,130.77,4.16,153.47,30.18
05 01 2018 03:10,117.81,4.12,146.39,31.85
05 01 2018 03:20,111.34,4.13,146.77,26.32
05 01 2018 03:30,114.30,4.20,161.97,25.68
05 01 2018 03:40,143.79,4.36,191.98,27.08
05 01 2018 03:50,88.94,3.95,119.00,36.22
05 01 2018 04:00,183.67,4.43,208.18,29.75
05 01 2018 04:10,82.14,3.68,74.48,25.84
05 01 2018 04:20,139.95,4.06,134.90,21.24
05 01 2018 04:30,434.50,5.49,465.69,17.45
05 01 2018 04:40,474.06,5.63,505.94,13.00
05 01 2018 04:50,415.15,5.39,439.15,12.51
05 01 2018 05:00,435.03,5.46,456.79,12.41
05 01 2018 05:10,402.39,5.45,454.99,15.87
05 01 2018 05:20,257.22,4.76,280.11,9.02
05 01 2018 05:30,137.42,4.10,142.02,7.71
05 01 2018 05:40,102.36,3.94,116.97,7.58
05 01 2018 05:50,92.74,3.88,105.75,11.42
05 01 2018 06:00,78.12,3.84,98.82,29.33
05 01 2018 06:10,110.31,4.13,147.63,25.04
05 01 2018 06:20,102.55,4.08,138.37,24.69
05 01 2018 06:30,77.85,3.84,99.32,24.07
05 01 2018 06:40,81.45,3.98,123.41,23.42
05 01 2018 06:50,66.64,3.82,96.14,39.27
05 01 2018 07:00,90.01,3.98,124.29,52.09
05 01 2018 07:10,112.03,4.14,149.98,52.07
05 01 2018 07:20,82.11,3.93,114.81,52.53
05 01 2018 07:30,13.93,3.23,27.41,62.52
05 01 2018 07:40,0.00,2.69,0.00,63.98
05 01 2018 07:50,0.00,3.76,86.65,72.28
05 01 2018 08:00,55.45,3.73,82.71,69.54
05 01 2018 08:10,22.78,3.31,33.62,74.86
05 01 2018 08:20,4.36,2.85,0.00,85.75
05 01 2018 08:30,0.00,2.66,0.00,84.46
05 01 2018 08:40,0.00,3.14,22.06,92.12
05 01 2018 08:50,0.00,2.63,0.00,101.85
05 01 2018 09:00,0.00,1.74,0.00,99.76
05 01 2018 09:10,0.00,1.94,0.00,75.03
05 01 2018 09:20,0.00,1.76,0.00,73.65
05 01 2018 09:30,0.00,1.54,0.00,65.50
05 01 2018 09:40,0.00,1.62,0.00,53.92
05 01 2018 09:50,0.00,2.06,0.00,44.94
05 01 2018 10:00,0.00,2.06,0.00,40.33
05 01 2018 10:10,0.00,2.15,0.00,36.04
05 01 2018 10:20,0.00,2.05,0.00,56.55
05 01 2018 10:30,0.00,1.64,0.00,65.39
05 01 2018 10:40,0.00,0.84,0.00,64.34
05 01 2018 10:50,0.00,1.29,0.00,30.20
05 01 2018 11:00,0.00,1.37,0.00,24.34
05 01 2018 11:10,0.00,2.46,0.00,307.58
05 01 2018 11:20,0.00,3.07,18.52,308.20
05 01 2018 11:30,0.00,2.98,0.00,307.58
05 01 2018 11:40,0.00,2.90,0.00,313.11
05 01 2018 11:50,0.00,2.20,0.00,338.19
05 01 2018 12:00,0.00,3.42,43.36,308.27
05 01 2018 12:10,0.00,3.21,26.23,296.46
05 01 2018 12:20,0.00,3.09,19.65,302.64
05 01 2018 12:30,0.00,2.96,0.00,306.23
05 01 2018 12:40,0.00,3.80,93.23,302.23
05 01 2018 12:50,0.00,2.68,0.00,300.16
05 01 2018 13:00,0.00,2.17,0.00,308.31
05 01 2018 13:10,0.00,2.13,0.00,285.72
05 01 2018 13:20,0.00,1.91,0.00,263.14
05 01 2018 13:30,0.00,1.72,0.00,250.11
05 01 2018 13:40,0.00,1.95,0.00,235.32
05 01 2018 13:50,0.00,2.10,0.00,231.52
05 01 2018 14:00,0.00,2.17,0.00,261.12
05 01 2018 14:10,0.00,1.79,0.00,250.38
05 01 2018 14:20,0.00,1.51,0.00,283.26
05 01 2018 14:30,0.00,1.60,0.00,323.85
05 01 2018 14:40,0.00,1.38,0.00,311.77
05 01 2018 14:50,0.00,1.28,0.00,289.66
05 01 2018 15:00,0.00,1.77,0.00,253.39
05 01 2018 15:10,0.00,1.63,0.00,238.44
05 01 2018 15:20,0.00,1.43,0.00,234.35
05 01 2018 15:30,0.00,1.67,0.00,247.11
05 01 2018 15:40,0.00,1.55,0.00,236.30
05 01 2018 15:50,0.00,1.98,0.00,235.34
05 01 2018 16:00,0.00,2.63,0.00,236.89
05 01 2018 16:10,0.00,2.41,0.00,229.27
05 01 2018 16:20,0.00,2.15,0.00,242.25
05 01 2018 16:30,0.00,2.12,0.00,234.21
05 01 2018 16:40,0.00,2.24,0.00,236.42
05 01 2018 16:50,0.00,2.80,0.00,243.96
05 01 2018 17:00,0.00,3.20,25.72,241.50
05 01 2018 17:10,0.00,2.88,0.00,236.65
05 01 2018 17:20,0.00,2.85,0.00,231.96
05 01 2018 17:30,0.00,2.86,0.00,214.81
05 01 2018 17:40,0.00,2.50,0.00,203.14
05 01 2018 17:50,0.00,2.93,0.00,208.89
05 01 2018 18:00,0.00,2.83,0.00,222.75
05 01 2018 18:10,0.00,2.27,0.00,225.73
05 01 2018 18:20,0.00,2.45,0.00,231.98
05 01 2018 18:30,0.00,2.88,0.00,224.17
05 01 2018 18:40,0.00,2.96,0.00,208.39
05 01 2018 18:50,0.00,3.57,60.06,208.17
05 01 2018 19:00,0.00,2.45,0.00,224.89
05 01 2018 19:10,0.00,1.79,0.00,243.65
05 01 2018 19:20,0.00,1.93,0.00,252.57
05 01 2018 19:30,0.00,1.66,0.00,233.14
05 01 2018 19:40,0.00,2.15,0.00,257.03
05 01 2018 19:50,0.00,2.62,0.00,258.86
05 01 2018 20:00,0.00,2.29,0.00,253.55
05 01 2018 20:10,0.00,2.67,0.00,253.27
05 01 2018 20:20,0.00,2.72,0.00,245.92
05 01 2018 20:30,0.00,2.81,0.00,244.05
05 01 2018 20:40,0.00,2.68,0.00,251.03
05 01 2018 20:50,0.00,2.55,0.00,241.94
05 01 2018 21:00,0.00,2.33,0.00,238.51
05 01 2018 21:10,0.00,1.55,0.00,209.99
05 01 2018 21:20,0.00,1.57,0.00,188.52
05 01 2018 21:30,0.00,2.11,0.00,197.50
05 01 2018 21:40,0.00,1.79,0.00,185.69
05 01 2018 21:50,0.00,1.78,0.00,205.59
05 01 2018 22:00,0.00,1.45,0.00,231.91
05 01 2018 22:10,0.00,2.14,0.00,221.98
05 01 2018 22:20,0.00,2.60,0.00,227.85
05 01 2018 22:30,0.00,2.09,0.00,212.68
05 01 2018 22:40,0.00,1.93,0.00,186.94
05 01 2018 22:50,0.00,1.90,0.00,207.51
05 01 2018 23:00,0.00,1.39,0.00,227.88
05 01 2018 23:10,0.00,1.38,0.00,243.25
05 01 2018 23:20,0.00,1.21,0.00,226.53
05 01 2018 23:30,0.00,1.21,0.00,232.84
05 01 2018 23:40,0.00,1.22,0.00,275.96
05 01 2018 23:50,0.00,0.86,0.00,258.80
06 01 2018 00:00,0.00,0.53,0.00,215.70
06 01 2018 00:10,0.00,0.72,0.00,216.90
06 01 2018 00:20,0.00,1.21,0.00,269.75
06 01 2018 00:30,0.00,0.68,0.00,249.22
06 01 2018 00:40,0.00,1.80,0.00,183.54
06 01 2018 00:50,0.00,1.81,0.00,170.52
06 01 2018 01:00,0.00,0.77,0.00,140.09
06 01 2018 01:10,0.00,0.68,0.00,313.70
06 01 2018 01:20,0.00,0.85,0.00,259.17
06 01 2018 01:30,0.00,0.78,0.00,265.19
06 01 2018 01:40,0.00,0.66,0.00,239.16
06 01 2018 01:50,0.00,0.66,0.00,246.40
06 01 2018 02:00,0.00,0.74,0.00,215.38
06 01 2018 02:10,0.00,0.37,0.00,238.10
06 01 2018 02:20,0.00,0.67,0.00,257.12
06 01 2018 02:30,0.00,0.46,0.00,73.79
06 01 2018 02:40,0.00,0.94,0.00,34.12
06 01 2018 02:50,0.00,0.96,0.00,333.96
06 01 2018 03:00,0.00,1.55,0.00,277.85
06 01 2018 03:10,0.00,2.18,0.00,267.07
06 01 2018 03:20,0.00,1.63,0.00,238.49
06 01 2018 03:30,0.00,0.81,0.00,90.45
06 01 2018 03:40,0.00,0.57,0.00,63.36
06 01 2018 03:50,0.00,0.97,0.00,218.28
06 01 2018 04:00,0.00,0.52,0.00,129.12
06 01 2018 04:10,0.00,0.34,0.00,107.92
06 01 2018 04:20,0.00,0.53,0.00,127.85
06 01 2018 04:30,0.00,0.55,0.00,128.95
06 01 2018 04:40,0.00,1.14,0.00,143.71
06 01 2018 04:50,0.00,2.34,0.00,134.98
06 01 2018 05:00,0.00,3.65,70.10,134.46
06 01 2018 05:10,47.91,4.02,126.10,133.60
06 01 2018 05:20,12.95,3.28,31.17,125.35
06 01 2018 05:30,0.00,2.31,0.00,94.78
06 01 2018 05:40,0.00,1.73,0.00,51.58
06 01 2018 05:50,0.00,1.40,0.00,320.46
06 01 2018 06:00,0.00,1.41,0.00,354.77
06 01 2018 06:10,0.00,0.81,0.00,33.77
06 01 2018 06:20,0.00,0.29,0.00,118.98
06 01 2018 06:30,0.00,0.64,0.00,147.84
06 01 2018 06:40,0.00,0.98,0.00,152.72
06 01 2018 06:50,0.00,0.66,0.00,185.05
06 01 2018 07:00,0.00,0.87,0.00,182.57
06 01 2018 07:10,0.00,0.81,0.00,169.29
06 01 2018 07:20,0.00,1.03,0.00,163.48
06 01 2018 07:30,0.00,0.64,0.00,285.81
06 01 2018 07:40,0.00,0.31,0.00,281.05
06 01 2018 07:50,0.00,0.87,0.00,201.62
06 01 2018 08:00,0.00,0.97,0.00,171.90
06 01 2018 08:10,0.00,1.89,0.00,217.59
06 01 2018 08:20,0.00,1.26,0.00,177.12
06 01 2018 08:30,0.00,0.96,0.00,143.97
06 01 2018 08:40,0.00,0.49,0.00,31.72
06 01 2018 08:50,0.00,0.60,0.00,175.88
06 01 2018 09:00,0.00,0.96,0.00,150.77
06 01 2018 09:10,0.00,0.81,0.00,135.64
06 01 2018 09:20,0.00,0.74,0.00,240.05
06 01 2018 09:30,0.00,1.08,0.00,159.28
06 01 2018 09:40,0.00,1.89,0.00,155.62
06 01 2018 09:50,0.00,2.49,0.00,154.53
06 01 2018 10:00,0.00,2.48,0.00,160.63
06 01 2018 10:10,0.00,2.53,0.00,150.04
06 01 2018 10:20,0.00,1.89,0.00,161.07
06 01 2018 10:30,0.00,1.42,0.00,152.54
06 01 2018 10:40,0.00,2.39,0.00,162.84
06 01 2018 11:30,0.00,3.58,61.17,0.00
06 01 2018 11:40,0.00,2.37,0.00,183.96
06 01 2018 11:50,0.00,2.72,0.00,163.57
06 01 2018 12:00,0.00,2.99,0.00,164.86
06 01 2018 12:10,0.00,2.71,0.00,151.60
06 01 2018 12:20,0.00,2.90,0.00,149.60
06 01 2018 12:30,0.00,2.55,0.00,155.14
06 01 2018 12:40,0.00,1.63,0.00,180.21
06 01 2018 12:50,0.00,2.87,0.00,197.86
06 01 2018 13:00,0.00,3.76,86.99,200.71
06 01 2018 13:10,0.00,3.56,58.64,179.87
06 01 2018 13:20,0.00,3.25,29.30,167.54
06 01 2018 13:30,0.00,3.49,50.73,162.97
06 01 2018 13:40,0.00,3.74,83.54,170.11
06 01 2018 13:50,0.00,3.56,59.38,179.27
06 01 2018 14:00,0.00,3.50,51.73,184.60
06 01 2018 14:10,0.00,3.84,98.70,190.23
06 01 2018 14:20,0.00,4.42,206.14,204.70
06 01 2018 14:30,0.00,4.62,247.99,208.40
06 01 2018 14:40,0.00,4.92,316.22,210.59
06 01 2018 14:50,35.42,4.85,300.41,206.66
06 01 2018 15:00,140.95,4.50,222.02,205.46
06 01 2018 15:10,94.85,4.21,162.73,204.47
06 01 2018 15:20,63.05,3.66,71.45,201.04
06 01 2018 15:30,56.71,3.52,54.55,203.92
06 01 2018 15:40,28.13,3.47,48.43,201.91
06 01 2018 15:50,-0.46,2.95,0.00,204.90
06 01 2018 16:00,0.00,3.39,40.31,206.59
06 01 2018 16:10,0.00,3.34,35.97,198.74
06 01 2018 16:20,0.00,3.97,121.72,191.44
06 01 2018 16:30,0.00,4.38,197.81,194.62
06 01 2018 16:40,0.00,3.82,95.78,191.88
06 01 2018 16:50,0.00,4.46,213.67,199.08
06 01 2018 17:00,0.00,4.32,184.56,201.68
06 01 2018 17:10,0.00,4.52,226.19,195.06
06 01 2018 17:20,0.00,4.85,298.98,193.95
06 01 2018 17:30,0.00,4.70,266.57,0.00
06 01 2018 17:40,110.18,4.89,309.92,173.60
06 01 2018 17:50,268.45,5.04,344.96,170.78
06 01 2018 18:00,345.58,5.28,407.13,174.26
06 01 2018 18:10,440.32,5.59,495.69,179.65
06 01 2018 18:20,582.07,6.03,633.11,181.60
06 01 2018 18:30,685.72,6.40,767.23,183.03
06 01 2018 18:40,687.30,6.35,748.73,187.53
06 01 2018 18:50,655.85,6.26,713.62,187.94
06 01 2018 19:00,579.47,6.07,649.09,189.64
06 01 2018 19:10,535.57,6.02,632.20,190.64
06 01 2018 19:20,633.10,6.31,733.40,189.93
06 01 2018 19:30,818.12,6.94,990.04,188.20
06 01 2018 19:40,1011.15,7.42,1217.72,187.07
06 01 2018 19:50,1323.17,8.04,1552.07,187.69
06 01 2018 20:00,1519.58,8.35,1737.10,190.77
06 01 2018 20:10,1859.74,9.14,2235.75,193.21
06 01 2018 20:20,2232.94,9.69,2585.91,194.14
06 01 2018 20:30,2404.82,10.02,2802.99,193.33
06 01 2018 20:40,2601.98,10.41,3020.44,192.69
06 01 2018 20:50,2888.19,10.87,3225.03,192.26
06 01 2018 21:00,3100.97,11.16,3325.41,194.08
06 01 2018 21:10,3401.72,11.89,3504.48,197.67
06 01 2018 21:20,3545.33,12.38,3569.16,196.41
06 01 2018 21:30,3581.25,12.32,3562.85,196.46
06 01 2018 21:40,3602.82,12.87,3596.63,196.57
06 01 2018 21:50,3603.50,12.75,3593.21,196.21
06 01 2018 22:00,3601.66,12.58,3584.60,197.76
06 01 2018 22:10,3474.90,11.90,3506.05,196.96
06 01 2018 22:20,3453.72,11.88,3501.42,196.84
06 01 2018 22:30,3373.29,11.65,3457.64,198.32
06 01 2018 22:40,3349.33,11.59,3442.61,198.67
06 01 2018 22:50,3350.87,11.45,3409.66,199.16
06 01 2018 23:00,3381.18,11.58,3440.69,197.30
06 01 2018 23:10,3129.45,11.39,3393.53,195.07
06 01 2018 23:20,3167.54,11.59,3442.83,193.64
06 01 2018 23:30,3057.58,11.15,3323.39,196.11
06 01 2018 23:40,2973.50,11.12,3313.64,197.48
06 01 2018 23:50,3086.54,11.38,3390.63,196.58
07 01 2018 00:00,3147.28,11.41,3397.57,196.29
07 01 2018 00:10,2947.68,11.04,3285.57,195.23
07 01 2018 00:20,3163.64,11.78,3483.77,193.11
07 01 2018 00:30,3443.14,12.53,3581.20,193.59
07 01 2018 00:40,3330.93,12.12,3539.17,194.10
07 01 2018 00:50,3083.24,11.40,3395.47,194.15
07 01 2018 01:00,2770.95,10.60,3112.90,195.50
07 01 2018 01:10,2660.32,10.43,3030.93,196.07
07 01 2018 01:20,2693.02,10.48,3055.49,195.80
07 01 2018 01:30,2655.57,10.46,3046.79,196.85
07 01 2018 01:40,2745.90,10.52,3074.52,199.24
07 01 2018 01:50,3073.59,11.27,3360.69,201.97
07 01 2018 02:00,3117.31,11.34,3379.10,201.41
07 01 2018 02:10,3298.27,11.77,3482.29,201.87
07 01 2018 02:20,3182.30,11.44,3405.79,201.57
07 01 2018 02:30,3299.02,11.88,3502.80,201.63
07 01 2018 02:40,3478.10,12.29,3560.36,204.53
07 01 2018 02:50,3583.79,12.32,3563.46,206.10
07 01 2018 03:00,3578.46,12.31,3561.80,204.31
07 01 2018 03:10,3585.98,12.29,3560.05,205.76
07 01 2018 03:20,3603.32,12.68,3590.21,207.27
07 01 2018 03:30,3603.59,12.72,3591.72,206.65
07 01 2018 03:40,3602.95,12.86,3596.31,205.01
07 01 2018 03:50,3602.80,12.82,3595.24,206.71
07 01 2018 04:00,3597.19,12.61,3586.34,205.19
07 01 2018 04:10,3584.74,12.79,3594.44,204.67
07 01 2018 04:20,3554.15,13.15,3600.00,203.11
07 01 2018 04:30,3517.23,13.13,3600.00,204.06
07 01 2018 04:40,3476.66,13.29,3600.00,204.26
07 01 2018 04:50,3455.77,13.49,3600.00,202.63
07 01 2018 05:00,3445.30,13.68,3600.00,202.71
07 01 2018 05:10,3425.48,13.67,3600.00,204.09
07 01 2018 05:20,3430.00,13.83,3600.00,208.62
07 01 2018 05:30,3401.62,13.81,3600.00,209.13
07 01 2018 05:40,3396.75,14.27,3600.00,208.65
07 01 2018 05:50,3418.86,14.65,3600.00,207.58
07 01 2018 06:00,3443.60,15.15,3600.00,210.01
07 01 2018 06:10,3443.71,15.44,3600.00,213.12
07 01 2018 06:20,3432.08,16.01,3600.00,212.63
07 01 2018 06:30,3497.42,15.97,3600.00,210.27
07 01 2018 06:40,3433.67,15.65,3600.00,208.50
07 01 2018 06:50,3551.63,15.99,3600.00,208.54
07 01 2018 07:00,3604.09,15.96,3600.00,208.33
07 01 2018 07:10,3604.24,16.05,3600.00,207.60
07 01 2018 07:20,3604.23,15.89,3600.00,207.47
07 01 2018 07:30,3604.33,15.17,3600.00,207.74
07 01 2018 07:40,3603.95,14.34,3600.00,208.78
07 01 2018 07:50,3603.95,13.95,3600.00,209.89
07 01 2018 08:00,3600.10,12.96,3597.79,207.71
07 01 2018 08:10,3112.61,11.11,3309.41,204.49
07 01 2018 08:20,1956.97,8.65,1924.34,199.99
07 01 2018 08:30,2000.22,8.71,1959.04,199.61
07 01 2018 08:40,2430.96,9.35,2371.08,196.93
07 01 2018 08:50,2407.56,9.34,2365.19,196.52
07 01 2018 09:00,2915.78,10.50,3064.86,200.58
07 01 2018 09:10,2278.34,9.22,2287.32,203.96
07 01 2018 09:20,2668.51,10.05,2822.01,206.73
07 01 2018 09:30,2564.80,9.80,2659.57,210.11
07 01 2018 09:40,2782.28,10.41,3023.08,207.98
07 01 2018 09:50,3146.32,11.18,3331.92,204.65
07 01 2018 10:00,2980.38,10.58,3103.38,206.19
07 01 2018 10:10,2557.78,9.99,2785.76,203.64
07 01 2018 10:20,2047.16,8.75,1986.48,202.91
07 01 2018 10:30,2196.95,9.24,2302.71,207.58
07 01 2018 10:40,2200.61,9.27,2317.69,210.33
07 01 2018 10:50,2276.94,9.47,2449.99,206.79
07 01 2018 11:00,2637.59,10.11,2856.67,207.16
07 01 2018 11:10,1743.10,8.24,1668.75,202.70
07 01 2018 11:20,2817.93,10.51,3071.02,210.33
07 01 2018 11:30,3442.74,12.18,3546.62,212.47
07 01 2018 11:40,3493.36,12.25,3555.82,209.52
07 01 2018 11:50,3547.76,12.29,3560.52,209.89
07 01 2018 12:00,3366.83,12.00,3521.36,208.33
07 01 2018 12:10,3396.95,11.75,3478.45,208.49
07 01 2018 12:20,3177.45,11.33,3377.27,206.47
07 01 2018 12:30,3021.47,10.97,3262.95,205.33
07 01 2018 12:40,2818.60,10.66,3138.52,205.22
07 01 2018 12:50,3381.59,11.70,3467.11,207.00
07 01 2018 13:00,3211.55,11.34,3379.52,206.06
07 01 2018 13:10,3489.73,12.25,3555.81,207.79
07 01 2018 13:20,3465.79,12.07,3531.84,208.92
07 01 2018 13:30,3533.80,13.01,3600.00,211.16
07 01 2018 13:40,3549.37,12.65,3588.38,215.46
07 01 2018 13:50,3524.90,12.17,3546.35,215.58
07 01 2018 14:00,3567.98,12.46,3575.85,218.57
07 01 2018 14:10,3497.77,12.06,3530.51,217.81
07 01 2018 14:20,3399.97,11.72,3471.63,216.84
07 01 2018 14:30,3456.76,11.87,3500.40,218.60
07 01 2018 14:40,3412.96,11.83,3493.85,220.43
07 01 2018 14:50,3450.41,12.01,3523.60,219.79
07 01 2018 15:00,3572.71,12.41,3572.04,221.29
07 01 2018 15:10,3537.45,12.67,3589.61,222.40
07 01 2018 15:20,3568.72,12.28,3559.32,221.20
07 01 2018 15:30,3564.73,12.24,3554.67,222.12
07 01 2018 15:40,3439.71,11.81,3488.69,224.00
07 01 2018 15:50,3512.10,12.11,3537.42,225.54
07 01 2018 16:00,3585.02,12.40,3571.29,222.98
07 01 2018 16:10,3582.33,12.55,3582.40,222.09
07 01 2018 16:20,3445.82,12.08,3533.33,224.37
07 01 2018 16:30,3274.91,11.37,3388.41,224.02
07 01 2018 16:40,3483.32,12.12,3538.97,222.47
07 01 2018 16:50,3596.42,12.27,3557.30,220.21
07 01 2018 17:00,3557.92,12.04,3528.48,218.10
07 01 2018 17:10,3453.74,11.94,3511.98,215.78
07 01 2018 17:20,3303.16,11.60,3444.42,213.02
07 01 2018 17:30,3371.39,11.67,3461.88,213.21
07 01 2018 17:40,3377.57,11.73,3472.97,212.62
07 01 2018 17:50,3281.27,11.57,3438.38,213.05
07 01 2018 18:00,3394.59,11.81,3489.22,214.25
07 01 2018 18:10,3258.51,11.54,3432.44,214.56
07 01 2018 18:20,3276.95,11.44,3406.74,215.43
07 01 2018 18:30,3315.78,11.48,3417.18,215.02
07 01 2018 18:40,3552.31,12.03,3527.12,215.88
07 01 2018 18:50,3546.32,12.01,3522.94,215.72
07 01 2018 19:00,3123.15,11.04,3287.32,213.56
07 01 2018 19:10,3069.17,11.06,3291.52,214.03
07 01 2018 19:20,3315.91,11.45,3410.04,212.28
07 01 2018 19:30,3573.51,12.27,3558.02,210.55
07 01 2018 19:40,3527.71,12.59,3585.01,210.22
07 01 2018 19:50,3590.52,12.73,3592.22,212.93
07 01 2018 20:00,3503.59,12.98,3597.89,211.92
07 01 2018 20:10,3382.56,14.11,3600.00,212.49
07 01 2018 20:20,3370.07,14.60,3600.00,211.39
07 01 2018 20:30,3394.96,15.18,3600.00,212.26
07 01 2018 20:40,3604.21,15.36,3600.00,214.80
07 01 2018 20:50,3604.24,15.16,3600.00,215.75
07 01 2018 21:00,3604.33,14.97,3600.00,218.27
07 01 2018 21:10,3604.51,14.41,3600.00,218.79
07 01 2018 21:20,3604.56,14.21,3600.00,218.17
07 01 2018 21:30,3604.55,13.98,3600.00,220.73
07 01 2018 21:40,3604.38,13.49,3600.00,221.92
07 01 2018 21:50,3604.13,13.08,3600.00,222.47
07 01 2018 22:00,3604.29,13.19,3600.00,223.34
07 01 2018 22:10,3603.21,12.82,3595.24,224.12
07 01 2018 22:20,3602.81,12.64,3587.91,223.24
07 01 2018 22:30,3558.37,12.39,3569.82,221.94
07 01 2018 22:40,3476.10,12.10,3536.77,223.11
07 01 2018 22:50,3372.68,11.93,3511.30,226.74
07 01 2018 23:00,3068.22,11.23,3346.50,226.81
07 01 2018 23:10,3015.03,11.06,3293.72,224.73
07 01 2018 23:20,3047.17,11.16,3327.36,225.69
07 01 2018 23:30,2962.65,10.86,3218.93,224.61
07 01 2018 23:40,2790.31,10.48,3055.54,224.00
07 01 2018 23:50,2295.48,9.44,2433.31,224.04
08 01 2018 00:00,2455.43,9.76,2637.07,225.21
08 01 2018 00:10,2295.83,9.53,2460.69,228.27
08 01 2018 00:20,2044.21,8.95,2113.94,227.77
08 01 2018 00:30,2331.07,9.62,2528.82,226.07
08 01 2018 00:40,2197.30,9.34,2367.44,225.68
08 01 2018 00:50,1840.80,8.62,1903.27,224.66
08 01 2018 01:00,1699.49,8.44,1792.93,222.85
